rank,primary_isbn10,primary_isbn13,publisher,title,author,category,pub_date
6,006246356X,9780062463562,Avon Impulse,ONE SNOWY NIGHT,Jill Shalvis,E-Book Fiction,2016-11-27
7,034554496X,9780345544964,Ballantine,SMALL GREAT THINGS,Jodi Picoult,E-Book Fiction,2016-11-27
8,1429952113,9781429952118,Tor,AT THE SIGN OF TRIUMPH,David Weber,E-Book Fiction,2016-11-27
9,069252777X,9780692527771,Rutherford,WRONG,Jana Aston,E-Book Fiction,2016-11-27
10,0998244414,9780998244419,Rutherford,TRUST,Jana Aston,E-Book Fiction,2016-11-27
11,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-11-27
12,0316387851,9780316387859,"Little, Brown",THE CHEMIST,Stephenie Meyer,E-Book Fiction,2016-11-27
13,None,9781476738031,Atria,A MAN CALLED OVE,Fredrik Backman,E-Book Fiction,2016-11-27
14,None,9780698411340,Signet,SOMEONE TO LOVE,Mary Balogh,E-Book Fiction,2016-11-27
15,1942834209,9781942834205,EverAfter,SAY YOU WANT ME,Corinne Michaels,E-Book Fiction,2016-11-27
1,0316225959,9780316225953,"Little, Brown",THE WRONG SIDE OF GOODBYE,Michael Connelly,E-Book Fiction,2016-11-20
2,0385541201,9780385541206,Doubleday,THE WHISTLER,John Grisham,E-Book Fiction,2016-11-20
3,1942834209,9781942834205,BAAE,SAY YOU WANT ME,Corinne Michaels,E-Book Fiction,2016-11-20
4,1250121019,9781250121011,St. Martin's,BEHIND CLOSED DOORS,B A Paris,E-Book Fiction,2016-11-20
5,1101883863,9781101883860,Delacorte,THE AWARD,Danielle Steel,E-Book Fiction,2016-11-20
6,,9780451488015,Berkley,ARCHANGEL'S HEART,Nalini Singh,E-Book Fiction,2016-11-20
7,034554496X,9780345544964,Ballantine,SMALL GREAT THINGS,Jodi Picoult,E-Book Fiction,2016-11-20
8,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-11-20
9,None,9780698152670,Putnam,ESCAPE CLAUSE,John Sandford,E-Book Fiction,2016-11-20
10,1476783500,9781476783505,Emily Bestler/Atria,VINCE FLYNN: ORDER TO KILL,Kyle Mills,E-Book Fiction,2016-11-20
11,None,9781476738031,Atria,A MAN CALLED OVE,Fredrik Backman,E-Book Fiction,2016-11-20
12,0997263636,9780997263633,KT Publishing,MR. PRESIDENT,Katy Evans,E-Book Fiction,2016-11-20
13,None,9781625795465,Baen Books,SHADOW OF VICTORY,David Weber,E-Book Fiction,2016-11-20
14,1250105102,9781250105103,St. Martin's,THE LOST GIRLS,Allison Brennan,E-Book Fiction,2016-11-20
15,1455520705,9781455520701,Grand Central,TWO BY TWO,Nicholas Sparks,E-Book Fiction,2016-11-20
1,0385541201,9780385541206,Doubleday,THE WHISTLER,John Grisham,E-Book Fiction,2016-11-13
2,None,9780399573965,Putnam,"SEX, LIES  AND SERIOUS MONEY",Stuart Woods,E-Book Fiction,2016-11-13
3,034554496X,9780345544964,Ballantine,SMALL GREAT THINGS,Jodi Picoult,E-Book Fiction,2016-11-13
4,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-11-13
5,0316251313,9780316251310,Orbit,THE BLOOD MIRROR,Brent Weeks,E-Book Fiction,2016-11-13
6,None,9780698152670,Putnam,ESCAPE CLAUSE,John Sandford,E-Book Fiction,2016-11-13
7,1937608530,9781937608538,DLZ Entertainment,SUBMISSION IS NOT ENOUGH,Lexi Blake,E-Book Fiction,2016-11-13
8,1476783500,9781476783505,Emily Bestler/Atria,VINCE FLYNN: ORDER TO KILL,Kyle Mills,E-Book Fiction,2016-11-13
9,0374712247,9780374712242,"Farrar, Straus & Giroux",THE SELLOUT,Paul Beatty,E-Book Fiction,2016-11-13
10,0062425471,9780062425478,Morrow/HarperCollins,FAMILY TREE,Susan Wiggs,E-Book Fiction,2016-11-13
11,1466887338,9781466887336,St. Martin's,NIGHT WATCH,Iris Johansen and Roy Johansen,E-Book Fiction,2016-11-13
12,1455520705,9781455520701,Grand Central,TWO BY TWO,Nicholas Sparks,E-Book Fiction,2016-11-13
13,None,9781476738031,Atria,A MAN CALLED OVE,Fredrik Backman,E-Book Fiction,2016-11-13
14,1942833288,9781942833284,Flip City Media,MARRIAGE GAMES,C D Reiss,E-Book Fiction,2016-11-13
15,1943781249,9781943781249,Fog City,LUKE,Barbara Freethy,E-Book Fiction,2016-11-13
1,None,9780698152670,Putnam,ESCAPE CLAUSE,John Sandford,E-Book Fiction,2016-11-06
2,1455536903,9781455536900,Grand Central,THE OBSIDIAN CHAMBER,Douglas Preston and Lincoln Child,E-Book Fiction,2016-11-06
3,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-11-06
4,None,A00B01M9BU7A1,Lauren Blakely,THE SEXY ONE,Lauren Blakely,E-Book Fiction,2016-11-06
5,034554496X,9780345544964,Ballantine,SMALL GREAT THINGS,Jodi Picoult,E-Book Fiction,2016-11-06
6,1476783500,9781476783505,Emily Bestler/Atria,VINCE FLYNN: ORDER TO KILL,Kyle Mills,E-Book Fiction,2016-11-06
7,1455520705,9781455520701,Grand Central,TWO BY TWO,Nicholas Sparks,E-Book Fiction,2016-11-06
8,0997426225,9780997426229,Emma Chase,ROYALLY SCREWED,Emma Chase,E-Book Fiction,2016-11-06
9,0698411447,9780698411449,Dutton,HOME,Harlan Coben,E-Book Fiction,2016-11-06
10,0812997840,9780812997842,Dial,THE TRUTH ACCORDING TO US,Annie Barrows,E-Book Fiction,2016-11-06
11,None,9781476738031,Atria,A MAN CALLED OVE,Fredrik Backman,E-Book Fiction,2016-11-06
12,0062491814,9780062491817,Harper/HarperCollins,COMMONWEALTH,Ann Patchett,E-Book Fiction,2016-11-06
13,1455581232,9781455581238,Grand Central,STING,Sandra Brown,E-Book Fiction,2016-11-06
14,None,9780735221093,Viking,THE TRESPASSER,Tana French,E-Book Fiction,2016-11-06
15,1455568139,9781455568130,Grand Central,MISSING,James Patterson and Kathryn Fox,E-Book Fiction,2016-11-06
1,1476783500,9781476783505,Emily Bestler/Atria,VINCE FLYNN: ORDER TO KILL,Kyle Mills,E-Book Fiction,2016-10-30
2,034554496X,9780345544964,Ballantine,SMALL GREAT THINGS,Jodi Picoult,E-Book Fiction,2016-10-30
3,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-10-30
4,None,9781101987759,Berkley,CRIMSON DEATH,Laurell K Hamilton,E-Book Fiction,2016-10-30
5,1455520705,9781455520701,Grand Central,TWO BY TWO,Nicholas Sparks,E-Book Fiction,2016-10-30
6,0698411447,9780698411449,Dutton,HOME,Harlan Coben,E-Book Fiction,2016-10-30
7,1942288093,9781942288091,CP Publishing,GOING DOWN FAST,Carly Phillips,E-Book Fiction,2016-10-30
8,None,A00B01L87ZZMG,Kendall Ryan,THE FIX UP,Kendall Ryan,E-Book Fiction,2016-10-30
9,None,9781476738031,Atria,A MAN CALLED OVE,Fredrik Backman,E-Book Fiction,2016-10-30
10,0062491814,9780062491817,Harper/HarperCollins,COMMONWEALTH,Ann Patchett,E-Book Fiction,2016-10-30
11,1455568139,9781455568130,Grand Central,MISSING,James Patterson and Kathryn Fox,E-Book Fiction,2016-10-30
12,1101968141,9781101968147,Loveswept,SUGAR FREE,Sawyer Bennett,E-Book Fiction,2016-10-30
13,None,9780735221093,Viking,THE TRESPASSER,Tana French,E-Book Fiction,2016-10-30
14,1101871369,9781101871362,Pantheon,PRECIOUS AND GRACE,Alexander McCall Smith,E-Book Fiction,2016-10-30
15,None,9781682307168,Claire Contreras,THE PLAYER,Claire Contreras,E-Book Fiction,2016-10-30
1,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-10-23
2,1455520705,9781455520701,Grand Central,TWO BY TWO,Nicholas Sparks,E-Book Fiction,2016-10-23
3,1455568139,9781455568130,Grand Central,MISSING,James Patterson and Kathryn Fox,E-Book Fiction,2016-10-23
4,None,9780735221093,Viking,THE TRESPASSER,Tana French,E-Book Fiction,2016-10-23
5,0698411447,9780698411449,Dutton,HOME,Harlan Coben,E-Book Fiction,2016-10-23
6,0553391747,9780553391749,Ballantine,TWELVE DAYS OF CHRISTMAS,Debbie Macomber,E-Book Fiction,2016-10-23
7,1501128000,9781501128004,Gallery Books,BEAUTIFUL,Christina Lauren,E-Book Fiction,2016-10-23
8,0316261157,9780316261159,"Little, Brown",WINTER STORMS,Elin Hilderbrand,E-Book Fiction,2016-10-23
9,0062491814,9780062491817,Harper/HarperCollins,COMMONWEALTH,Ann Patchett,E-Book Fiction,2016-10-23
10,031640344X,9780316403443,"Little, Brown",TODAY WILL BE DIFFERENT,Maria Semple,E-Book Fiction,2016-10-23
11,None,9780698164598,Putnam,BROKEN TRUST,WEB Griffin and William E Butterworth,E-Book Fiction,2016-10-23
12,None,9781101991770,Signet,DOWN SHIFT,K Bromberg,E-Book Fiction,2016-10-23
13,None,9781476738031,Atria,A MAN CALLED OVE,Fredrik Backman,E-Book Fiction,2016-10-23
14,1466867507,9781466867505,St. Martin's,COMETH THE HOUR,Jeffrey Archer,E-Book Fiction,2016-10-23
15,145556608X,9781455566082,Forever,FOUR LETTER WORD,J Daniels,E-Book Fiction,2016-10-23
1,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-10-16
2,None,A00B01EIJC2U4,Waterhouse,POSSESSION,Helen Hardt,E-Book Fiction,2016-10-16
3,0698411447,9780698411449,Dutton,HOME,Harlan Coben,E-Book Fiction,2016-10-16
4,None,9780994054432,Elle Kennedy,THE GOAL,Elle Kennedy,E-Book Fiction,2016-10-16
5,0316317543,9780316317542,"Little, Brown",WOMAN OF GOD,James Patterson and Maxine Paetro,E-Book Fiction,2016-10-16
6,1250010721,9781250010728,St. Martin's,THE SILENT SISTER,Diane Chamberlain,E-Book Fiction,2016-10-16
7,1459294947,9781459294943,HQN,SNOWFALL ON HAVEN POINT,RaeAnne Thayne,E-Book Fiction,2016-10-16
8,1942295839,9781942295839,HTJB,SEX MACHINE,Marie Force,E-Book Fiction,2016-10-16
9,0062491814,9780062491817,Harper/HarperCollins,COMMONWEALTH,Ann Patchett,E-Book Fiction,2016-10-16
10,1460395956,9781460395950,Mira,THE LIFE SHE WANTS,Ron Carr,E-Book Fiction,2016-10-16
11,0062349058,9780062349057,Avon,DO YOU WANT TO START A SCANDAL,Tessa Dare,E-Book Fiction,2016-10-16
12,None,9781476738031,Washington Square Press,A MAN CALLED OVE,Fredrik Backman,E-Book Fiction,2016-10-16
13,1460395921,9781460395929,Mira,DARKEST JOURNEY,Heather Graham,E-Book Fiction,2016-10-16
14,161773229X,9781617732294,Kensington,CHRISTMAS CARAMEL MURDER,Joanne Fluke,E-Book Fiction,2016-10-16
15,0062448056,9780062448057,Avon,THE TROUBLE WITH MISTLETOE,Jill Shalvis,E-Book Fiction,2016-10-16
1,0698411447,9780698411449,Dutton,HOME,Harlan Coben,E-Book Fiction,2016-10-09
2,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-10-09
3,None,9780698136786,Ace,MAGIC BINDS,Ilona Andrews,E-Book Fiction,2016-10-09
4,0062430238,9780062430236,Morrow/HarperCollins,THE KEPT WOMAN,Karin Slaughter,E-Book Fiction,2016-10-09
5,0062316079,9780062316073,Avon,IMMORTAL NIGHTS,Lynsay Sands,E-Book Fiction,2016-10-09
6,None,9781101202951,Putnam,THE BONESETTER'S DAUGHTER,Amy Tan,E-Book Fiction,2016-10-09
7,0062491814,9780062491817,Harper/HarperCollins,COMMONWEALTH,Ann Patchett,E-Book Fiction,2016-10-09
8,1942215495,9781942215493,Vi Keeland,PLAYBOY PILOT,Penelope Ward and Vi Keeland,E-Book Fiction,2016-10-09
9,1451681763,9781451681765,Scribner,THE LIGHT BETWEEN OCEANS,M L Stedman,E-Book Fiction,2016-10-09
10,None,9781101987988,Berkley,APPRENTICE IN DEATH,J D Robb,E-Book Fiction,2016-10-09
11,None,9781459247314,MIRA,A SUMMER IN SONOMA,Ron Carr,E-Book Fiction,2016-10-09
12,1942835035,9781942835035,Paige Press,CHANDLER,Laurelin Paige,E-Book Fiction,2016-10-09
13,None,A00B01LYRXJ0I,Lauren Blakely,WELL HUNG,Lauren Blakely,E-Book Fiction,2016-10-09
14,0345539982,9780345539984,Delacorte,THRICE THE BRINDED CAT HATH MEW'D,Alan Bradley,E-Book Fiction,2016-10-09
15,1501132946,9781501132940,Scout,THE WOMAN IN CABIN 10,Ruth Ware,E-Book Fiction,2016-10-09
1,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-10-02
2,0062491814,9780062491817,Harper,COMMONWEALTH,Ann Patchett,E-Book Fiction,2016-10-02
3,None,9780399183997,Putnam,PIRATE,Clive Cussler and Robin Burcell,E-Book Fiction,2016-10-02
4,None,A00B01LYRXJ0I,Lauren Blakely,WELL HUNG,Lauren Blakely,E-Book Fiction,2016-10-02
5,None,9780698157521,Viking,AN OBVIOUS FACT,Craig Johnson,E-Book Fiction,2016-10-02
6,1451681763,9781451681765,Scribner,THE LIGHT BETWEEN OCEANS,M L Stedman,E-Book Fiction,2016-10-02
7,None,9781101987988,Berkley,APPRENTICE IN DEATH,J D Robb,E-Book Fiction,2016-10-02
8,None,9780698166608,Putnam,ROBERT B. PARKER'S DEBT TO PAY,Reed Farrel Coleman,E-Book Fiction,2016-10-02
9,1501132946,9781501132940,Scout,THE WOMAN IN CABIN 10,Ruth Ware,E-Book Fiction,2016-10-02
10,0385349750,9780385349758,Knopf,RAZOR GIRL,Carl Hiaasen,E-Book Fiction,2016-10-02
11,None,9781476738031,Atria Books,A MAN CALLED OVE,Fredrik Backman,E-Book Fiction,2016-10-02
12,1455581232,9781455581238,Grand Central,STING,Sandra Brown,E-Book Fiction,2016-10-02
13,0385542089,9780385542081,Nan A. Talese,NUTSHELL,Ian McEwan,E-Book Fiction,2016-10-02
14,1250022126,9781250022127,Minotaur,A GREAT RECKONING,Louise Penny,E-Book Fiction,2016-10-02
15,0385537042,9780385537049,Doubleday,THE UNDERGROUND RAILROAD,Colson Whitehead,E-Book Fiction,2016-10-02
1,None,9781101987988,Berkley,APPRENTICE IN DEATH,J D Robb,E-Book Fiction,2016-09-25
2,0062297732,9780062297730,Morrow/HarperCollins,DOWNFALL,J A Jance,E-Book Fiction,2016-09-25
3,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-09-25
4,1451681763,9781451681765,Scribner,THE LIGHT BETWEEN OCEANS,M L Stedman,E-Book Fiction,2016-09-25
5,0385349750,9780385349758,Knopf,RAZOR GIRL,Carl Hiaasen,E-Book Fiction,2016-09-25
6,None,9781101987513,Berkley,I LET YOU GO,Clare Mackintosh,E-Book Fiction,2016-09-25
7,1455581232,9781455581238,Grand Central,STING,Sandra Brown,E-Book Fiction,2016-09-25
8,0062325426,9780062325426,Morrow/HarperCollins,DEPRAVED HEART,Patricia Cornwell,E-Book Fiction,2016-09-25
9,1501132946,9781501132940,Scout,THE WOMAN IN CABIN 10,Ruth Ware,E-Book Fiction,2016-09-25
10,0316361526,9780316361521,BookShots,113 MINUTES,James Patterson with Max DiLallo,E-Book Fiction,2016-09-25
11,None,A00B01KSW4QJA,Tijan,ANTI-STEPBROTHER,Tijan,E-Book Fiction,2016-09-25
12,None,9780698196254,Berkley,GUARDIAN'S MATE,Jennifer Ashley,E-Book Fiction,2016-09-25
13,1455568201,9781455568208,Forever,THE PROTECTOR,Jodi Ellen Malpas,E-Book Fiction,2016-09-25
14,1250069815,9781250069818,Flatiron,TRULY MADLY GUILTY,Liane Moriarty,E-Book Fiction,2016-09-25
15,0385537042,9780385537049,Doubleday,THE UNDERGROUND RAILROAD,Colson Whitehead,E-Book Fiction,2016-09-25
1,1250022126,9781250022127,Minotaur,A GREAT RECKONING,Louise Penny,E-Book Fiction,2016-09-18
2,0425285375,9780425285374,Delacorte,RUSHING WATERS,Danielle Steel,E-Book Fiction,2016-09-18
3,1451681763,9781451681765,Scribner,THE LIGHT BETWEEN OCEANS,M L Stedman,E-Book Fiction,2016-09-18
4,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-09-18
5,1455581232,9781455581238,Grand Central,STING,Sandra Brown,E-Book Fiction,2016-09-18
6,0062325426,9780062325426,Morrow/HarperCollins,DEPRAVED HEART,Patricia Cornwell,E-Book Fiction,2016-09-18
7,1420140647,9781420140644,Zebra,FAST AND LOOSE,Fern Michaels,E-Book Fiction,2016-09-18
8,None,A00B01KSW4QJA,Tijan,ANTI-STEPBROTHER,Tijan,E-Book Fiction,2016-09-18
9,1460394135,9781460394137,HQN,ALWAYS A COWBOY,Linda Lael Miller,E-Book Fiction,2016-09-18
10,0062379445,9780062379443,Avon,A SCOT IN THE DARK,Sarah MacLean,E-Book Fiction,2016-09-18
11,1250069815,9781250069818,Flatiron,TRULY MADLY GUILTY,Liane Moriarty,E-Book Fiction,2016-09-18
12,1250121019,9781250121011,St. Martin's,BEHIND CLOSED DOORS,B A Paris,E-Book Fiction,2016-09-18
13,0385537042,9780385537049,Doubleday,THE UNDERGROUND RAILROAD,Colson Whitehead,E-Book Fiction,2016-09-18
14,0385354290,9780385354295,Knopf,THE GIRL IN THE SPIDER'S WEB,David Lagercrantz,E-Book Fiction,2016-09-18
15,1501107488,9781501107481,Simon & Schuster,THE JEALOUS KIND,James Lee Burke,E-Book Fiction,2016-09-18
1,0062405632,9780062405630,Morrow/HarperCollins,FIRST STAR I SEE TONIGHT,Susan Elizabeth Phillips,E-Book Fiction,2016-09-11
2,None,A00B01KSW4QJA,Tijan,ANTI-STEPBROTHER,Tijan,E-Book Fiction,2016-09-11
3,0345459520,9780345459527,Ballantine,SUMMER ISLAND,Kristin Hannah,E-Book Fiction,2016-09-11
4,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-09-11
5,1250069815,9781250069818,Flatiron,TRULY MADLY GUILTY,Liane Moriarty,E-Book Fiction,2016-09-11
6,1451681763,9781451681765,Scribner,THE LIGHT BETWEEN OCEANS,M L Stedman,E-Book Fiction,2016-09-11
7,1455581232,9781455581238,Grand Central,STING,Sandra Brown,E-Book Fiction,2016-09-11
8,0062410172,9780062410177,Avon,WITH EVERY BREATH,Maya Banks,E-Book Fiction,2016-09-11
9,0061980242,9780061980244,HarperCollins,THE PACT,Jodi Picoult,E-Book Fiction,2016-09-11
10,,A00B00LAI2SV0,Fine Line,THE MEMORY BOX,Eva Natiello,E-Book Fiction,2016-09-11
11,0316284556,9780316284554,"Little, Brown",BULLSEYE,James Patterson and Michael Ledwidge,E-Book Fiction,2016-09-11
12,1942295510,9781942295518,HTJB,RAVENOUS,M S Force,E-Book Fiction,2016-09-11
13,0385537042,9780385537049,Doubleday,THE UNDERGROUND RAILROAD,Colson Whitehead,E-Book Fiction,2016-09-11
14,None,9781101989722,Berkley,WILD EMBRACE,Nalini Singh,E-Book Fiction,2016-09-11
15,1501150316,9781501150319,Gallery Books,INSIDIOUS,Catherine Coulter,E-Book Fiction,2016-09-11
1,1455581232,9781455581238,Grand Central,STING,Sandra Brown,E-Book Fiction,2016-09-04
2,0553392697,9780553392692,Bantam,CURIOUS MINDS,Janet Evanovich and Phoef Sutton,E-Book Fiction,2016-09-04
3,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-09-04
4,None,A00B01GJ5LT0O,Jamie McGuire,A BEAUTIFUL FUNERAL,Jamie McGuire,E-Book Fiction,2016-09-04
5,1250069815,9781250069818,Flatiron,TRULY MADLY GUILTY,Liane Moriarty,E-Book Fiction,2016-09-04
6,None,A00B01FT4OAUW,Blue Bolt,SHADOW BORN,Jasmine Walt and Rebecca Hamilton,E-Book Fiction,2016-09-04
7,1942215479,9781942215479,Penelope Ward,NEIGHBOR DEAREST,Penelope Ward,E-Book Fiction,2016-09-04
8,1250099633,9781250099631,St. Martin’s,DAMAGED,Lisa Scottoline,E-Book Fiction,2016-09-04
9,0316284556,9780316284554,"Little, Brown",BULLSEYE,James Patterson and Michael Ledwidge,E-Book Fiction,2016-09-04
10,0061795208,9780061795206,HarperCollins,THE BLESSING WAY,Tony Hillerman,E-Book Fiction,2016-09-04
11,0385537042,9780385537049,Doubleday,THE UNDERGROUND RAILROAD,Colson Whitehead,E-Book Fiction,2016-09-04
12,None,A00B01FR7DBL0,Kristen Ashley,MIDNIGHT SOUL,Kristen Ashley,E-Book Fiction,2016-09-04
13,0062194860,9780062194862,Morrow,PORCH LIGHTS,Dorothea Benton Frank,E-Book Fiction,2016-09-04
14,1501150316,9781501150319,Gallery Books,INSIDIOUS,Catherine Coulter,E-Book Fiction,2016-09-04
15,0062190814,9780062190819,Morrow,KILLING ORDERS,Sara Paretsky,E-Book Fiction,2016-09-04
1,1501150316,9781501150319,Gallery Books,INSIDIOUS,Catherine Coulter,E-Book Fiction,2016-08-28
2,0440335167,9780440335160,Dell,OUTLANDER,Diana Gabaldon,E-Book Fiction,2016-08-28
3,1250069815,9781250069818,Flatiron,TRULY MADLY GUILTY,Liane Moriarty,E-Book Fiction,2016-08-28
4,0062499041,9780062499042,Witness Impulse,RANDOM ACTS,J A Jance,E-Book Fiction,2016-08-28
5,0698185390,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-08-28
6,0062434780,9780062434784,Morrow/HarperCollins,CLOSE TO YOU,Kristen Pro,E-Book Fiction,2016-08-28
7,0316284556,9780316284554,"Little, Brown",BULLSEYE,James Patterson and Michael Ledwidge,E-Book Fiction,2016-08-28
8,1476758751,9781476758756,Touchstone,"THREE SISTERS, THREE QUEENS",Philippa Gregory,E-Book Fiction,2016-08-28
9,None,9781101988978,Berkley,REAPER'S FIRE,Joanna Wylde,E-Book Fiction,2016-08-28
10,0385537042,9780385537049,Doubleday,THE UNDERGROUND RAILROAD,Colson Whitehead,E-Book Fiction,2016-08-28
11,1942215460,9781942215462,Vi Keeland,BOSSMAN,Vi Keeland,E-Book Fiction,2016-08-28
12,0062425471,9780062425478,Morrow,FAMILY TREE,Susan Wiggs,E-Book Fiction,2016-08-28
13,0062320246,9780062320247,Harper,THE BLACK WIDOW,Daniel Silva,E-Book Fiction,2016-08-28
14,1501110373,9781501110375,Atria,IT ENDS WITH US,Colleen Hoover,E-Book Fiction,2016-08-28
15,1945253150,9781945253157,Oak Press,EVERY BEAT OF MY HEART,Bella Andre,E-Book Fiction,2016-08-28
1,0316284556,9780316284554,"Little, Brown",BULLSEYE,James Patterson and Michael Ledwidge,E-Book Fiction,2016-08-21
2,0553391844,9780553391848,Random House,SWEET TOMORROWS,Debbie Macomber,E-Book Fiction,2016-08-21
3,None,9780399185281,Putnam,SMOOTH OPERATOR,Stuart Woods and Parnell Hall,E-Book Fiction,2016-08-21
4,1250069815,9781250069818,Flatiron,TRULY MADLY GUILTY,Liane Moriarty,E-Book Fiction,2016-08-21
5,1501110373,9781501110375,Atria,IT ENDS WITH US,Colleen Hoover,E-Book Fiction,2016-08-21
6,None,9780698197763,Berkley,DARK CAROUSEL,Christine Feehan,E-Book Fiction,2016-08-21
7,031636164X,9780316361644,BookShots,CHASE,James Patterson with Michael Ledwidge,E-Book Fiction,2016-08-21
8,0385537042,9780385537049,Doubleday,THE UNDERGROUND RAILROAD,Colson Whitehead,E-Book Fiction,2016-08-21
9,0812998618,9780812998610,Random House,THE GIRLS,Emma Cline,E-Book Fiction,2016-08-21
10,1942215460,9781942215462,Vi Keeland,BOSSMAN,Vi Keeland,E-Book Fiction,2016-08-21
11,0062320246,9780062320247,Harper,THE BLACK WIDOW,Daniel Silva,E-Book Fiction,2016-08-21
